rank,pitcher,player_name,gs_to,gs_last21,fp_per_start_to,fp_per_start_last21,recency_form_gap,prior_fp_per_start,prior_source,data_quality_tag,marcel_baseline,data_driven_estimate,is_on_il_at_split,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_sigma_raw,sigma_calibration_method,xfp_rp3_p25,xfp_rp3_p75,xfp_rp3_decision_p25,xfp_rp3_decision_p75,next_opp_team,next_opp_bat_index,next2_avg_bat_index,schedule_factor,xfp_rp3_per_start_sched,replacement_xfp_per_start,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior,shadow_velo_pct_prior,shadow_bb_pct_prior,high_k_z_year_prior
262,691951,Sam Aldegheri,2,1.0,6.85,10.5,3.65,8.579317103647202,rp3_model,data_driven_thin,8.579,,0,7.199675712460306,9.102824899408969,3.777105767389613,global_alpha_v1,1.0598203178089562,13.339531107111656,4.652017872356012,9.7473335525646,AZ,0.9765,0.9765,1.0088321743617106,7.26,11.415,-4.216,drop,,,,,,,0.0,False,29.00763358778626,16.793893129770993,
263,676272,"Miller, Bobby",0,0.0,8.448575213636955,8.448575213636955,0.0,8.448575213636955,marcel_il,marcel_il,8.449,,1,7.18,9.102824899408969,3.777105767389613,global_alpha_v1,1.04014460534865,13.319855394651348,4.632342159895705,9.727657840104294,,,,1.0,7.18,11.415,-4.235,il,,,,,,,0.0,False,,,
264,695534,Chase Petty,2,0.0,4.6,4.6,0.0,8.37782835509706,rp3_model,data_driven_thin,8.378,,0,7.166952665668158,9.102824899408969,3.777105767389613,global_alpha_v1,1.0270972710168085,13.306808060319508,4.619294825563864,9.714610505772452,,,,1.0,7.17,11.415,-4.248,drop,,,,,,,0.0,False,,,
265,688138,"Evans, Logan",0,0.0,8.340934390966819,8.340934390966819,0.0,8.340934390966819,marcel_il,marcel_il,8.341,,1,7.09,9.102824899408969,3.777105767389613,global_alpha_v1,0.9501446053486502,13.229855394651349,4.542342159895705,9.637657840104294,,,,1.0,7.09,11.415,-4.325,il,,,,,,38.0,0.0,True,8.778625954198473,38.54961832061068,-0.6594494286380461
266,608344,"Irvin, Cole",0,0.0,8.335950012165194,8.335950012165194,0.0,8.335950012165194,marcel_il,marcel_il,8.336,,1,7.09,9.102824899408969,3.777105767389613,global_alpha_v1,0.9501446053486502,13.229855394651349,4.542342159895705,9.637657840104294,,,,1.0,7.09,11.415,-4.325,il,,,,,,,0.0,False,,,
267,607536,"Freeland, Kyle",12,4.0,3.2833333333333328,1.7749999999999997,-1.508,7.246241568335415,rp3_model,data_driven_full,7.246,7.0824137837687005,0,7.0824137837687005,9.102824899408969,3.777105767389613,global_alpha_v1,0.9425583891173508,13.22226917842005,4.534755943664406,9.630071623872997,,,,1.0,7.08,11.415,-4.333,drop,59.0,134.0,76.9,0.5249,0.1253,45.0,6.0,False,10.305343511450381,80.53435114503816,-0.34282950477736013
268,608337,"Giolito, Lucas",5,3.0,5.619999999999999,1.366666666666666,-4.253,10.771259620843356,rp3_model,data_driven_thin,10.771,7.066656555605542,0,7.066656555605542,9.102824899408969,3.777105767389613,global_alpha_v1,0.9268011609541924,13.206511950256893,4.518998715501247,9.614314395709837,,,,1.0,7.07,11.415,-4.349,drop,,,,,,44.0,-2.86,False,47.32824427480916,43.51145038167939,-0.42509635992484274
269,685299,"Gordon, Tanner",3,2.0,2.733333333333332,5.199999999999999,2.467,5.784684390966818,rp3_model,data_driven_thin,5.785,7.0334709342853685,0,7.0334709342853685,9.102824899408969,3.777105767389613,global_alpha_v1,0.8936155396340189,13.173326328936716,4.485813094181074,9.581128774389663,,,,1.0,7.03,11.415,-4.382,drop,,,,,,38.0,0.0,True,33.969465648854964,81.29770992366412,-0.527145372976815
270,695684,Elmer Rodríguez,3,0.0,2.899999999999999,2.899999999999999,0.0,9.675000233986346,rp3_model,data_driven_thin,9.675,7.013389179925583,0,7.013389179925583,9.102824899408969,3.777105767389613,global_alpha_v1,0.8735337852742333,13.153244574576933,4.465731339821289,9.561047020029877,,,,1.0,7.01,11.415,-4.402,drop,,,,,,,0.0,False,,,
271,663978,"Paddack, Chris",9,1.0,2.344444444444443,-3.700000000000001,-6.044,8.464200710222277,rp3_model,data_driven_full,8.464,7.0003705242059375,0,7.0003705242059375,9.102824899408969,3.777105767389613,global_alpha_v1,0.8605151295545879,13.140225918857286,4.452712684101643,9.548028364310232,,,,1.0,7.0,11.415,-4.415,drop,1.9,2.0,100.0,0.4976,0.4024,38.0,-2.81,True,35.11450381679389,68.32061068702289,-0.5708374014285034
272,641793,"Littell, Zack",10,3.0,3.87,6.566666666666666,2.697,11.205184988474754,rp3_model,data_driven_full,11.205,6.990147683362104,0,6.990147683362104,9.102824899408969,3.777105767389613,global_alpha_v1,0.8502922887107545,13.130003078013454,4.44248984325781,9.537805523466398,KC,0.9798,0.9798,0.9847707953851906,6.88,11.415,-4.425,drop,1.3,1.0,100.0,0.7384,0.8453,45.0,-3.0,False,27.480916030534353,97.32824427480917,-0.26880860078703417
273,688642,Zach Agnos,2,1.0,9.7,0.8999999999999986,-8.8,9.375276202644836,rp3_model,data_driven_thin,9.375,,0,6.962919805986779,9.102824899408969,3.777105767389613,global_alpha_v1,0.8230644113354293,13.102775200638128,4.415261965882484,9.510577646091074,,,,1.0,6.96,11.415,-4.452,drop,,,,,,,0.0,False,,,
274,687064,"Young, Brandon",10,4.0,9.54,15.925,6.385,5.950380788882238,rp3_model,data_driven_full,5.95,6.959864248527702,0,6.959864248527702,9.102824899408969,3.777105767389613,global_alpha_v1,0.8200088538763524,13.099719643179052,4.412206408423408,9.507522088631996,SEA,1.0177,1.0177,1.0454387075333256,7.28,11.415,-4.455,drop,0.0,0.0,,,,42.0,0.0,True,35.87786259541985,62.59541984732825,-0.5171009808708834
275,691946,George Klassen,2,0.0,-4.800000000000001,-4.800000000000001,0.0,8.560173897399773,rp3_model,data_driven_thin,8.56,,0,6.953730872071477,9.102824899408969,3.777105767389613,global_alpha_v1,0.8138754774201278,13.093586266722829,4.406073031967184,9.501388712175771,,,,1.0,6.95,11.415,-4.461,drop,,,,,,,0.0,False,,,
276,677958,"Rocker, Kumar",12,4.0,8.266666666666666,10.05,1.783,6.963663350364607,rp3_model,data_driven_full,6.964,6.923353749950822,0,6.923353749950822,9.102824899408969,3.777105767389613,global_alpha_v1,0.7834983552994723,13.063209144602173,4.375695909846527,9.471011590055117,MIN,0.9582,0.9582,1.0425808797756202,7.22,11.415,-4.492,drop,50.0,6.0,100.0,0.5854,0.2137,42.0,0.0,True,59.92366412213741,66.03053435114504,0.40766331640064385
277,669724,Brenan Hanifee,2,0.0,4.4,4.4,0.0,8.874417533285724,rp3_model,data_driven_thin,8.874,,0,6.921530235474508,9.102824899408969,3.777105767389613,global_alpha_v1,0.7816748408231584,13.06138563012586,4.373872395370213,9.469188075578804,,,,1.0,6.92,11.415,-4.494,drop,,,,,,,0.0,False,,,
278,671106,"Allen, Logan",0,0.0,8.143293878401808,8.143293878401808,0.0,8.143293878401808,marcel_il,marcel_il,8.143,,1,6.92,9.102824899408969,3.777105767389613,global_alpha_v1,0.7801446053486503,13.05985539465135,4.372342159895705,9.467657840104296,,,,1.0,6.92,11.415,-4.495,il,,,,,,44.0,-3.0,False,7.633587786259542,56.87022900763359,-0.5196012390913386
279,663776,"Sandoval, Patrick",0,0.0,8.13055392991729,8.13055392991729,0.0,8.13055392991729,marcel_il,marcel_il,8.131,,1,6.91,9.102824899408969,3.777105767389613,global_alpha_v1,0.7701446053486505,13.049855394651347,4.3623421598957055,9.457657840104297,,,,1.0,6.91,11.415,-4.505,il,,,,,,,0.0,False,,,
280,543294,"Hendricks, Kyle",0,0.0,8.12004497340654,8.12004497340654,0.0,8.12004497340654,marcel_il,marcel_il,8.12,,1,6.9,9.102824899408969,3.777105767389613,global_alpha_v1,0.7601446053486507,13.039855394651353,4.352342159895706,9.447657840104297,,,,1.0,6.9,11.415,-4.515,il,,,,,,47.0,-4.5,False,0.38167938931297707,77.86259541984732,-0.7423141525596718
281,663855,"Hicks, Jordan",0,0.0,7.959812972424782,7.959812972424782,0.0,7.959812972424782,marcel_il,marcel_il,7.96,,1,6.77,9.102824899408969,3.777105767389613,global_alpha_v1,0.6301446053486499,12.909855394651348,4.222342159895705,9.317657840104294,,,,1.0,6.77,11.415,-4.645,il,,,,,,49.0,5.0,False,92.36641221374046,67.17557251908397,-0.20307409751397526
282,543475,"Lyles, Jordan",0,0.0,7.96096684976883,7.96096684976883,0.0,7.96096684976883,marcel_il,marcel_il,7.961,,1,6.77,9.102824899408969,3.777105767389613,global_alpha_v1,0.6301446053486499,12.909855394651348,4.222342159895705,9.317657840104294,,,,1.0,6.77,11.415,-4.645,il,,,,,,,0.0,False,,,
283,607200,"Fedde, Erick",9,2.0,8.333333333333332,11.95,3.617,9.313151611555604,rp3_model,data_driven_full,9.313,6.76530561130417,0,6.76530561130417,9.102824899408969,3.777105767389613,global_alpha_v1,0.62545021665282,12.90516100595552,4.217647771199875,9.312963451408464,,,,1.0,6.77,11.415,-4.65,drop,74.3,104.0,59.4,0.5183,0.0462,34.0,1.29,False,29.770992366412212,19.083969465648856,-1.218780868569713
284,668933,"Ashcraft, Graham",0,0.0,7.944578680261156,7.944578680261156,0.0,7.944578680261156,marcel_il,marcel_il,7.945,,1,6.75,9.102824899408969,3.777105767389613,global_alpha_v1,0.6101446053486503,12.889855394651349,4.202342159895705,9.297657840104296,,,,1.0,6.75,11.415,-4.665,il,,,,,,,0.0,False,,,
285,696136,"Wicks, Jordan",2,2.0,-2.0500000000000016,-2.0500000000000016,0.0,5.657216695052123,rp3_model,data_driven_thin,5.657,,0,6.724456604871185,9.102824899408969,3.777105767389613,global_alpha_v1,0.5846012102198355,12.864311999522537,4.176798764766891,9.27211444497548,,,,1.0,6.72,11.415,-4.691,drop,,,,,,,0.0,False,,,
286,694346,Trey Gibson,4,3.0,5.924999999999999,6.099999999999999,0.175,8.723928004709956,rp3_model,data_driven_thin,8.724,6.659068227854135,0,6.659068227854135,9.102824899408969,3.777105767389613,global_alpha_v1,0.5192128332027854,12.798923622505484,4.1114103877498405,9.20672606795843,,,,1.0,6.66,11.415,-4.756,drop,,,,,,,0.0,False,,,
287,682052,"Lopez, Jacob",10,1.0,3.329999999999999,-5.4,-8.73,10.997497236414947,rp3_model,data_driven_full,10.997,6.647127558225692,0,6.647127558225692,9.102824899408969,3.777105767389613,global_alpha_v1,0.507272163574342,12.78698295287704,4.099469718121398,9.194785398329984,,,,1.0,6.65,11.415,-4.768,drop,0.0,0.0,,,,58.0,0.0,True,8.015267175572518,60.68702290076335,1.1200577923741215
288,656629,"Kopech, Michael",0,0.0,7.776804232257173,7.776804232257173,0.0,7.776804232257173,marcel_il,marcel_il,7.777,,1,6.61,9.102824899408969,3.777105767389613,global_alpha_v1,0.4701446053486506,12.74985539465135,4.062342159895707,9.157657840104294,,,,1.0,6.61,11.415,-4.805,il,,,,,,,0.0,False,,,
289,592866,"Williams, Trevor",0,0.0,7.770149789988558,7.770149789988558,0.0,7.770149789988558,marcel_il,marcel_il,7.77,,1,6.6,9.102824899408969,3.777105767389613,global_alpha_v1,0.46014460534865,12.73985539465135,4.052342159895705,9.147657840104294,,,,1.0,6.6,11.415,-4.815,il,,,,,,45.0,6.0,False,0.7633587786259541,80.1526717557252,-0.21349340283132032
290,500779,"Quintana, Jose",9,1.0,4.677777777777776,-11.6,-16.278,10.178384553046335,rp3_model,data_driven_full,10.178,6.585242853466395,0,6.585242853466395,9.102824899408969,3.777105767389613,global_alpha_v1,0.4453874588150457,12.725098248117746,4.037585013362101,9.13290069357069,,,,1.0,6.59,11.415,-4.83,drop,19.9,53.0,96.1,0.6672,0.3465,37.0,-7.5,False,11.450381679389313,13.358778625954198,-0.7353214001444842
291,676467,"Gordon, Colton",0,0.0,7.743663350364605,7.743663350364605,0.0,7.743663350364605,marcel_il,marcel_il,7.744,,1,6.58,9.102824899408969,3.777105767389613,global_alpha_v1,0.4401446053486504,12.71985539465135,4.032342159895705,9.127657840104296,,,,1.0,6.58,11.415,-4.835,il,,,,,,40.0,0.0,True,20.610687022900763,97.70992366412213,-0.27719420622092
292,686799,"Kochanowicz, Jack",12,2.0,7.674999999999998,-3.0500000000000007,-10.725,4.723016776081376,rp3_model,data_driven_full,4.723,6.575645671433692,0,6.575645671433692,9.102824899408969,3.777105767389613,global_alpha_v1,0.4357902767823418,12.71550106608504,4.027987831329398,9.123303511537983,,,,1.0,6.58,11.415,-4.84,drop,100.0,28.0,24.0,0.3048,-0.0868,31.0,-7.0,False,83.96946564885496,18.702290076335878,-1.0881911665274118
293,592767,"Smyly, Drew",0,0.0,7.729388530774939,7.729388530774939,0.0,7.729388530774939,marcel_il,marcel_il,7.729,,1,6.57,9.102824899408969,3.777105767389613,global_alpha_v1,0.4301446053486506,12.709855394651347,4.022342159895706,9.117657840104297,,,,1.0,6.57,11.415,-4.845,il,,,,,,,0.0,False,,,
294,425844,"Greinke, Zack",0,0.0,7.721799433457504,7.721799433457504,0.0,7.721799433457504,marcel_il,marcel_il,7.722,,1,6.56,9.102824899408969,3.777105767389613,global_alpha_v1,0.4201446053486499,12.69985539465135,4.012342159895706,9.107657840104292,,,,1.0,6.56,11.415,-4.855,il,,,,,,,0.0,False,,,
295,695418,"Lord, Brad",0,0.0,7.707747512773454,7.707747512773454,0.0,7.707747512773454,marcel_il,marcel_il,7.708,,1,6.55,9.102824899408969,3.777105767389613,global_alpha_v1,0.4101446053486501,12.68985539465135,4.002342159895706,9.097657840104294,,,,1.0,6.55,11.415,-4.865,il,,,,,,47.0,0.0,True,64.12213740458014,74.80916030534351,-0.42338159542065074
296,663992,Richard Lovelady,5,2.0,3.62,3.95,0.33,9.275378489353711,rp3_model,data_driven_thin,9.275,6.502999686641105,0,6.502999686641105,9.102824899408969,3.777105767389613,global_alpha_v1,0.3631442919897552,12.642855081292454,3.95534184653681,9.0506575267454,,,,1.0,6.5,11.415,-4.912,drop,,,,,,,0.0,False,,,
297,680730,"Parker, Mitchell",0,0.0,7.640354873697922,7.640354873697922,0.0,7.640354873697922,marcel_il,marcel_il,7.64,,1,6.49,9.102824899408969,3.777105767389613,global_alpha_v1,0.3501446053486505,12.62985539465135,3.942342159895706,9.037657840104297,,,,1.0,6.49,11.415,-4.925,il,,,,,,34.0,-14.0,False,40.839694656488554,53.81679389312977,-0.7049484207005375
298,663474,"McKenzie, Triston",0,0.0,7.625721033005008,7.625721033005008,0.0,7.625721033005008,marcel_il,marcel_il,7.626,,1,6.48,9.102824899408969,3.777105767389613,global_alpha_v1,0.3401446053486507,12.61985539465135,3.932342159895706,9.027657840104297,,,,1.0,6.48,11.415,-4.935,il,,,,,,,0.0,False,,,
299,680573,"Woods Richardson, Simeon",10,1.0,-0.5900000000000007,-5.200000000000001,-4.61,9.776540754525753,rp3_model,data_driven_full,9.777,6.412187490092652,0,6.412187490092652,9.102824899408969,3.777105767389613,global_alpha_v1,0.2723320954413024,12.552042884744,3.864529649988358,8.959845330196947,,,,1.0,6.41,11.415,-5.003,drop,0.0,0.0,,,,44.0,-3.0,False,48.473282442748086,36.25954198473282,0.23703105132859986
300,686563,"Cannon, Jonathan",0,0.0,7.474719280879024,7.474719280879024,0.0,7.474719280879024,marcel_il,marcel_il,7.475,,1,6.35,9.102824899408969,3.777105767389613,global_alpha_v1,0.2101446053486499,12.48985539465135,3.8023421598957055,8.897657840104294,,,,1.0,6.35,11.415,-5.065,il,,,,,,37.0,-7.0,False,23.66412213740458,16.412213740458014,0.14788400027009937
301,689441,Coleman Crow,4,2.0,4.474999999999999,-5.550000000000001,-10.025,10.104055067059187,rp3_model,data_driven_thin,10.104,6.341037403464375,0,6.341037403464375,9.102824899408969,3.777105767389613,global_alpha_v1,0.2011820088130251,12.480892798115724,3.7933795633600806,8.88869524356867,,,,1.0,6.34,11.415,-5.074,drop,,,,,,,0.0,False,,,
302,571578,"Corbin, Patrick",12,3.0,6.474999999999999,2.9666666666666663,-3.508,8.042941296246296,rp3_model,data_driven_full,8.043,6.310824452056085,0,6.310824452056085,9.102824899408969,3.777105767389613,global_alpha_v1,0.1709690574047355,12.450679846707434,3.763166611951791,8.85848229216038,,,,1.0,6.31,11.415,-5.104,drop,53.8,162.0,67.3,0.4485,0.117,50.0,6.5,False,6.488549618320611,61.45038167938931,-0.009169471853467519
303,682227,"Williamson, Brandon",6,0.0,4.0666666666666655,4.0666666666666655,0.0,9.723983125369534,rp3_model,data_driven_thin,9.724,6.286858043946847,0,6.286858043946847,9.102824899408969,3.777105767389613,global_alpha_v1,0.147002649295497,12.426713438598195,3.739200203842553,8.834515884051141,,,,1.0,6.29,11.415,-5.128,drop,0.0,0.0,,,,,0.0,False,,,
304,628317,"Maeda, Kenta",0,0.0,7.21143218044454,7.21143218044454,0.0,7.21143218044454,marcel_il,marcel_il,7.211,,1,6.13,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,12.26985539465135,3.5823421598957057,8.677657840104294,,,,1.0,6.13,11.415,-5.285,il,,,,,,,0.0,False,,,
305,664299,"Javier, Cristian",3,0.0,-3.7333333333333343,-3.7333333333333343,0.0,10.327293380381075,rp3_model,data_driven_thin,10.327,6.082940890743848,0,6.082940890743848,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,12.222796285395198,3.535283050639554,8.630598730848142,,,,1.0,6.08,11.415,-5.332,drop,1.1,1.0,100.0,0.6714,1.2902,,0.0,False,43.51145038167939,27.86259541984733,-0.1153534507304578
306,676571,"Poulin, PJ",6,2.0,3.25,1.9,-1.35,10.354950255469117,rp3_model,data_driven_thin,10.355,6.056599363885633,0,6.056599363885633,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,12.196454758536984,3.508941523781339,8.604257203989928,,,,1.0,6.06,11.415,-5.359,drop,,0.0,,,,,0.0,False,,,
307,669947,"Scholtens, Jesse",2,0.0,7.549999999999999,7.549999999999999,0.0,5.380914507298567,rp3_model,data_driven_thin,5.381,,0,5.977764394298213,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,12.117619788949565,3.430106554193919,8.525422234402507,,,,1.0,5.98,11.415,-5.437,drop,,,,,,,0.0,False,,,
308,686610,"Waldichuk, Ken",0,0.0,6.957390863061204,6.957390863061204,0.0,6.957390863061204,marcel_il,marcel_il,6.957,,1,5.91,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,12.049855394651347,3.362342159895706,8.457657840104295,,,,1.0,5.91,11.415,-5.505,il,,,,,,,0.0,False,,,
309,663559,"Falter, Bailey",2,1.0,-6.8500000000000005,-11.3,-4.45,7.94494592651541,rp3_model,data_driven_thin,7.945,,0,5.768234470914569,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.90808986556592,3.220576630810275,8.315892311018864,,,,1.0,5.77,11.415,-5.647,drop,,,,,,36.0,-2.0,True,36.25954198473282,43.89312977099237,-0.925446463815045
310,608566,"Márquez, Germán",6,0.0,4.899999999999998,4.899999999999998,0.0,4.4751903944411175,rp3_model,data_driven_thin,4.475,5.756801656523473,0,5.756801656523473,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.896657051174824,3.209143816419179,8.304459496627768,,,,1.0,5.76,11.415,-5.658,drop,15.9,31.0,92.3,0.4917,0.2939,31.0,-5.62,False,67.93893129770993,40.0763358778626,-1.2424527902429183
311,448179,"Hill, Rich",0,0.0,6.615985479969134,6.615985479969134,0.0,6.615985479969134,marcel_il,marcel_il,6.616,,1,5.62,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.75985539465135,3.072342159895706,8.167657840104294,,,,1.0,5.62,11.415,-5.795,il,,,,,,,0.0,False,,,
312,596295,"Gomber, Austin",0,0.0,6.55554417773438,6.55554417773438,0.0,6.55554417773438,marcel_il,marcel_il,6.556,,1,5.57,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.709855394651347,3.022342159895706,8.117657840104295,,,,1.0,5.57,11.415,-5.845,il,,,,,,29.0,-3.5,False,4.198473282442748,91.22137404580153,-1.3771783761410943
313,608372,"Sugano, Tomoyuki",13,3.0,9.084615384615384,6.733333333333333,-2.351,8.05983710501513,rp3_model,data_driven_full,8.06,5.547293662170986,0,5.547293662170986,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.687149056822337,2.999635822066692,8.094951502275281,,,,1.0,5.55,11.415,-5.868,drop,72.0,18.0,61.5,0.5434,0.0623,36.0,0.0,True,27.86259541984733,77.48091603053436,-0.836523768569509
314,548389,"Stripling, Ross",0,0.0,6.353986715716441,6.353986715716441,0.0,6.353986715716441,marcel_il,marcel_il,6.354,,1,5.4,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.539855394651353,2.852342159895706,7.947657840104295,,,,1.0,5.4,11.415,-6.015,il,,,,,,,0.0,False,,,
315,806960,Luis Morales,2,0.0,-4.400000000000002,-4.400000000000002,0.0,8.816784380668306,rp3_model,data_driven_thin,8.817,,0,5.387006710582385,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.526862105233736,2.839348870478091,7.93466455068668,,,,1.0,5.39,11.415,-6.028,drop,,,,,,,0.0,False,95.0381679389313,43.12977099236641,-0.48976011085606297
316,592836,"Walker, Taijuan",4,0.0,-0.9000000000000012,-0.9000000000000012,0.0,7.120287504912866,rp3_model,data_driven_thin,7.12,5.290146765477832,0,5.290146765477832,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.43000216012918,2.742488925373538,7.837804605582127,,,,1.0,5.29,11.415,-6.125,drop,3.2,7.0,100.0,0.5857,0.7448,41.0,-1.0,False,6.870229007633588,44.656488549618324,-0.5765294135657003
317,615698,"Quantrill, Cal",0,0.0,6.184658283368004,6.184658283368004,0.0,6.184658283368004,marcel_il,marcel_il,6.185,,1,5.26,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.39985539465135,2.7123421598957056,7.807657840104294,,,,1.0,5.26,11.415,-6.155,il,,,,,,35.0,-1.0,True,30.916030534351147,33.587786259541986,-0.4009818158338291
318,623167,"Flexen, Chris",0,0.0,5.889687860323985,5.889687860323985,0.0,5.889687860323985,marcel_il,marcel_il,5.89,,1,5.01,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,11.14985539465135,2.4623421598957056,7.557657840104294,,,,1.0,5.01,11.415,-6.405,il,,,,,,,0.0,False,,,
319,596133,"Weaver, Luke",0,0.0,5.668434390966818,5.668434390966818,0.0,5.668434390966818,marcel_il,marcel_il,5.668,,1,4.82,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,10.959855394651347,2.272342159895706,7.367657840104295,,,,1.0,4.82,11.415,-6.595,il,,,,,,,0.0,False,,,
320,471911,"Carrasco, Carlos",0,0.0,5.632045310586211,5.632045310586211,0.0,5.632045310586211,marcel_il,marcel_il,5.632,,1,4.79,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,10.92985539465135,2.242342159895706,7.337657840104294,,,,1.0,4.79,11.415,-6.625,il,,,,,,,0.0,False,11.83206106870229,27.099236641221374,-0.7592764320515935
321,666214,"Wentz, Joey",0,0.0,5.453651932902657,5.453651932902657,0.0,5.453651932902657,marcel_il,marcel_il,5.454,,1,4.64,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,10.77985539465135,2.092342159895705,7.187657840104293,,,,1.0,4.64,11.415,-6.775,il,,,,,,44.0,2.5,False,45.80152671755725,57.63358778625955,-0.9035780378402313
322,570632,"Ureña, José",0,0.0,5.386330017031273,5.386330017031273,0.0,5.386330017031273,marcel_il,marcel_il,5.386,,1,4.58,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,10.71985539465135,2.032342159895706,7.127657840104295,,,,1.0,4.58,11.415,-6.835,il,,,,,,,0.0,False,88.54961832061069,0.38167938931297707,-1.2560803089079975
323,641712,"Hudson, Dakota",0,0.0,4.7897037922466,4.7897037922466,0.0,4.7897037922466,marcel_il,marcel_il,4.79,,1,4.07,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,10.209855394651347,1.522342159895706,6.617657840104295,,,,1.0,4.07,11.415,-7.345,il,,,,,,,0.0,False,,,
324,682610,"Muñoz, Roddery",0,0.0,4.3256815243472,4.3256815243472,0.0,4.3256815243472,marcel_il,marcel_il,4.326,,1,3.68,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,9.81985539465135,1.132342159895706,6.227657840104294,,,,1.0,3.68,11.415,-7.735,il,,,,,,,0.0,False,,,
325,621389,"Blach, Ty",0,0.0,3.8616820791015822,3.8616820791015822,0.0,3.8616820791015822,marcel_il,marcel_il,3.862,,1,3.28,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,9.41985539465135,0.7323421598957056,5.827657840104294,,,,1.0,3.28,11.415,-8.135,il,,,,,,,0.0,False,,,
326,622608,"Senzatela, Antonio",0,0.0,2.72728959397788,2.72728959397788,0.0,2.72728959397788,marcel_il,marcel_il,2.727,,1,2.32,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,8.459855394651349,0.0,4.867657840104294,,,,1.0,2.32,11.415,-9.095,il,,,,,,31.0,-3.96,False,71.37404580152672,84.7328244274809,-1.0388101961299938
327,425794,"Wainwright, Adam",0,0.0,1.956981636431552,1.956981636431552,0.0,1.956981636431552,marcel_il,marcel_il,1.957,,1,1.66,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,7.79985539465135,0.0,4.207657840104294,,,,1.0,1.66,11.415,-9.755,il,,,,,,,0.0,False,,,
328,687134,"Blalock, Bradley",0,0.0,0.5888423273437774,0.5888423273437774,0.0,0.5888423273437774,marcel_il,marcel_il,0.589,,1,0.5,9.102824899408969,3.777105767389613,global_alpha_v1,0.0,6.63985539465135,0.0,3.047657840104294,,,,1.0,0.5,11.415,-10.915,il,,,,,,20.0,0.0,True,52.67175572519084,17.557251908396946,-1.878774959620633
